transaction_hash,block_number,timestamp,chain,from_address,to_address,amount_usd,gas_fee_usd,token_symbol,tx_type,status,year,month,day
0x9cfdf10e8fc047a44b08ed031e1f0ed1,18944045,2024-01-04 03:20:00,ethereum,0x9bbeb0676910456e7794617b8df31ce7,0xcc259a5f4e53ce58293fe2e724649f0a,27.74,3.9336,MATIC,transfer,confirmed,2024,1,4
0x705f2172834666788607efbfca35afb3,18593103,2024-01-04 03:40:00,ethereum,0x3e372031b6c826c7d9c36ab5081d979f,0x0d92cb318fefb97d51a95b40d31f0b1b,27.43,3.3546,USDT,transfer,confirmed,2024,1,4
0x74db120f0a8e5646ef5a30154e9f6deb,18378592,2024-01-04 04:00:00,bitcoin,0x82bae3d2e3a49830d7264296bfd301cd,0x6e50aa04a991e615cad0cb9f70c5fed9,714.23,1.1287,MATIC,transfer,confirmed,2024,1,4
0x57aeee35c98205091e18d1140e9f38cf,18539649,2024-01-04 04:20:00,ethereum,0xbc40b25c4dcfbad21b4852a8e442f47d,0xf9d1004f15261856c5fc95ec480febf6,642.08,2.0677,USDT,transfer,confirmed,2024,1,4
0x6da9003b743b65f4c0ccd295cc484e57,18980631,2024-01-04 04:40:00,polygon,0x4ec5af103012e9466c389fa9db916c71,0x8b4430e4eb7fbd1a5ed62fff2ae41731,873.63,5.7194,ETH,transfer,confirmed,2024,1,4
0x9b04d152845ec0a378394003c96da594,18504656,2024-01-04 05:00:00,ethereum,0x3b62885a8329e926446da5fa0a759599,0x668c08fa082912516df337acdce885b6,7186.74,3.9417,USDT,transfer,confirmed,2024,1,4
0xbe83ab3ecd0db773eb2dc1b0a17836a1,18339797,2024-01-04 05:20:00,solana,0x65c63f647a399ae6bb2bf799b2ecf48b,0xcfc554255d483e8d2e67dc39058812eb,48.58,1.5579,BTC,stake,confirmed,2024,1,4
0xe165421110ba03099a1c0393373c5b43,18897163,2024-01-04 05:40:00,bitcoin,0x7ecec77a23ac7ff2552b2fcf89f3efdc,0xf92ca8882ce1f297302dfbed4ecccce4,88.79,4.7754,USDT,transfer,confirmed,2024,1,4
0x289dff07669d7a23de0ef88d2f7129e7,18513603,2024-01-04 06:00:00,solana,0x12c89376239501fb59282fb5edb68883,0xec8bdfcedc8db1ad50c2809895752feb,137.58,3.302,MATIC,burn,confirmed,2024,1,4
0x577ef1154f3240ad5b9b413aa7346a1e,18275381,2024-01-04 06:20:00,polygon,0x3f9c090ed0188686b38dc2f4be0dab64,0xc70b9dcaf43acdb7ca50b866b71d8795,46.32,4.9551,USDC,transfer,confirmed,2024,1,4
0x01161aaa0b6d1345dd8fe4e481144d84,18240121,2024-01-04 06:40:00,solana,0x429b7f96c59e29cb51166715a8ad5f57,0x847a20b2a409bbfca3f0a51309012614,62.7,2.029,ETH,stake,confirmed,2024,1,4
0x539fd53b59e3bb12d203f45a912eeaf2,18568568,2024-01-04 07:00:00,bitcoin,0x6911a93dbfb1a647686c2ba2ca2c70e2,0x3e58d6a5b63d73b4f51e08517c6cb136,406.25,2.2984,ETH,stake,confirmed,2024,1,4
0xac1dd209cbcc5e5d1c6e28598e8cbbe8,18758046,2024-01-04 07:20:00,polygon,0x9d5b4c43ed6b1f04f43602ae26def12e,0x93cf1ce0d45dd4dc30de08f7d7d7c4fc,121.47,5.1175,USDC,transfer,confirmed,2024,1,4
0x555d6702c950ecb729a966504af0a635,18821587,2024-01-04 07:40:00,solana,0xdf90ca6680bc1fee5f597e68e2bdf8f1,0xd4cd815febe38f897487631393bf764e,11.95,5.4048,USDT,transfer,confirmed,2024,1,4
0x335f5352088d7d9bf74191e006d8e24c,18337057,2024-01-04 08:00:00,ethereum,0x7abc639eac9341d874a38cfaa31fdd5d,0x36dd49488ea744e26a2209907207ca73,1200.09,8.6223,USDC,transfer,confirmed,2024,1,4
0xf340f1b1f65b6df5b5e3f94d95b11daf,18027082,2024-01-04 08:20:00,ethereum,0x9655f83cc2e491a9ec86408f0b29707f,0x25c33903b16c17181fff969dee441fe2,92.45,2.4049,BTC,transfer,confirmed,2024,1,4
0xe4a6222cdb5b34375400904f03d8e6a5,18489230,2024-01-04 08:40:00,solana,0x3d2bdd7127d5b13d05db0eb63c54153c,0xf81bc33bca062e4a5c55dcef16f78ebc,7.51,25.7201,BTC,mint,confirmed,2024,1,4
0xcb70ab375662576bd1ac5aaf16b3fca4,18373501,2024-01-04 09:00:00,bitcoin,0x66a7b361e0dfccab8c8146a49781a7a1,0x96a3f27d70f5614b8a3b17257f781a2e,454.65,3.7698,ETH,transfer,confirmed,2024,1,4
0x9188905e74c28e489b44e954ec0b9bca,18980101,2024-01-04 09:20:00,ethereum,0x6e534aee15dd957db5509154f74fbb62,0x81544975cc160ddf4ca4e864c4973b90,990.97,2.3335,USDT,mint,confirmed,2024,1,4
0x0266e33d3f546cb5436a10798e657d97,18199069,2024-01-04 09:40:00,ethereum,0x7afaca50ca74f431d757c79b90873448,0xd18c4cb23a10d14f636ab755cb9ed1a5,130.51,4.9144,ETH,transfer,confirmed,2024,1,4
0x38db3aed920cf82ab059bfccbd02be6a,18412490,2024-01-04 10:00:00,ethereum,0x5a44fe3651bec157f3cf646e9a71b78f,0x5860ae442ba1734ea2152a48df27c73d,3.84,7.5558,USDT,transfer,confirmed,2024,1,4
0x3cec07e9ba5f5bb252d13f5f431e4bbb,18523568,2024-01-04 10:20:00,ethereum,0xb1826747cd38457c483eaa7f144e766e,0x42058014ba333a403deee0b2e5d8b4bd,6.66,2.0754,USDT,mint,confirmed,2024,1,4
0x621bf66ddb7c962aa0d22ac97d69b793,18859799,2024-01-04 10:40:00,solana,0x468df68dcecda0299e6da726968a3dba,0x8271ebe3719920096e171eb057f38df0,62.38,23.3588,ETH,swap,confirmed,2024,1,4
0x077e29b11be80ab57e1a2ecabb7da330,18166199,2024-01-04 11:00:00,ethereum,0x7a9e23e20d7b107df43362f5fdad6574,0x80f977a8bdc0e884c2ffe5eee6052fe9,16.95,3.3851,BTC,transfer,confirmed,2024,1,4
0x6c9882bbac1c7093bd25041881277658,18634112,2024-01-04 11:20:00,bitcoin,0x3c34433f7618b5e90d81919c96c03cff,0x621c4b5daa1ad37a7c63a07c50c009ed,162.64,1.8613,USDT,stake,confirmed,2024,1,4
0x19f3cd308f1455b3fa09a282e0d496f4,18912535,2024-01-04 11:40:00,ethereum,0xd2c3d7d9cf93bc76809e42c8af6d7a67,0x02f3b5c7a0ba589590f72c93a811095b,1473.88,2.2245,USDT,transfer,confirmed,2024,1,4
0x03c6b06952c750899bb03d998e631860,18823780,2024-01-04 12:00:00,polygon,0xce9c629623d9c2ef3e724b7b656a7a76,0xe4e56a6d1c3554690c9df3e0f6682eff,25460.81,0.5625,USDC,transfer,confirmed,2024,1,4
0xc24cd76e1ce41366a4bbe8a49b02a028,18982447,2024-01-04 12:20:00,solana,0x7e49671bbdf7196c59db8f1b8c973e4b,0x670548f36d5d97f96d6aa344bfed1e1a,144.76,37.2358,MATIC,transfer,confirmed,2024,1,4
0xc52f1bd66cc19d05628bd8bf27af3ad6,18439728,2024-01-04 12:40:00,bitcoin,0x44e4771dc964fe9cbee316c7a3b2f196,0x362bf804f2d863b41c9db7ac977ea998,114.3,1.7489,BTC,transfer,confirmed,2024,1,4
0xfe131d7f5a6b38b23cc967316c13dae2,18807273,2024-01-04 13:00:00,polygon,0xdc6dd08dd9a835dab3f17eaa7f413d2e,0x8ff321ae19667fdf5a270d61de3e8284,574.34,4.8465,BTC,transfer,confirmed,2024,1,4
0xf718499c1c8cef6730f9fd03c8125cab,18678553,2024-01-04 13:20:00,polygon,0x45ff989eb2826b41ffe5b67539610d3d,0x95fed106b5dbb96d08961e7e1ce8189c,36.54,15.0203,ETH,transfer,confirmed,2024,1,4
0xd96409bf894217686ba124d7356686c9,18478158,2024-01-04 13:40:00,polygon,0x462448dda93ff83b4c535d312baf33d7,0x183326747f177d5985a004afd7552c08,48.23,6.3087,BTC,transfer,confirmed,2024,1,4
0x502e4a16930e414107ee22b6198c578f,18513432,2024-01-04 14:00:00,ethereum,0x121f7c48298a4b87337defef069924d5,0x74f91f6fc3421bb1c3edce0176956bf4,3415.91,13.4105,BTC,swap,confirmed,2024,1,4
0xcfa0860e83a4c3a763a7e62d825349f7,18026130,2024-01-04 14:20:00,ethereum,0xedfafc948d914f469a5306dc1a4492ea,0xcf1ff989de77c963d8ecc1716c357b22,25.45,2.8315,USDC,swap,confirmed,2024,1,4
0xa4f23670e1833f3fdb077ca70bbd5d66,18988480,2024-01-04 14:40:00,solana,0x5793700343a62eb759b41f2003632cfd,0x3f9aa03dab5591c8ded5b7fee14a9c6f,311.58,3.6649,ETH,mint,confirmed,2024,1,4
0xb1a59b315fc9a3002ce38bbe070ec3f5,18622522,2024-01-04 15:00:00,bitcoin,0xeee0aab16da98010e9ab145300fd0650,0x11af88e28351f91c6c2eff903bea6bda,19.34,7.1092,ETH,transfer,confirmed,2024,1,4
0x36660e59856b4de58a219bcf4e27eba3,18616969,2024-01-04 15:20:00,polygon,0x6423c2b12ffefa3268a6ea0959d1e46e,0xe353bd0e6e877a4e76c6489f0902b949,93.14,6.0392,ETH,swap,confirmed,2024,1,4
0x8c19f571e251e61cb8dd3612f26d5ecf,18037614,2024-01-04 15:40:00,bitcoin,0xac8bd8e5b84c18be6dec7ed7d2b8af3b,0x07dc8fb64e6b30879591ead540311c0c,24.77,1.3135,BTC,stake,confirmed,2024,1,4
0xd6baf65e0b240ce177cf70da146c8dc8,18024129,2024-01-04 16:00:00,bitcoin,0x6ec4fcf329f1071fb16b48feb03da0e8,0x6d7826bc4047215c93a79328e9405eb3,2241.35,1.4367,ETH,transfer,confirmed,2024,1,4
0xe56954b4f6347e897f954495eab16a88,18506508,2024-01-04 16:20:00,ethereum,0x0a87b89484bc3a8fe47faeac616a6522,0xfffa4fac6116f20d8905ed8bb6aa7869,5.66,4.7102,USDC,transfer,confirmed,2024,1,4
0xf7664060cc52bc6f3d620bcedc94a4b6,18353752,2024-01-04 16:40:00,solana,0x39c08709b132f1bd71746399ba26bd82,0x4e47b78eb10721635b8d7ac3ad983cdd,1082.99,5.062,USDT,transfer,confirmed,2024,1,4
0xeda80a3d5b344bc40f3bc04f65b7a357,18874103,2024-01-04 17:00:00,polygon,0xf7dc4be90d41709f7532e72c7add4a5a,0xe8118364a0fe91a4277a0006d551a7fc,494.08,3.0488,MATIC,transfer,confirmed,2024,1,4
0x8f121ce07d74717e0b1f21d122e04521,18665695,2024-01-04 17:20:00,ethereum,0x286ba612fb135f649f0799eec367baa7,0xf8187ecc361b8a31bed7819848b8607e,348.74,7.3022,USDC,transfer,confirmed,2024,1,4
0x06138bc5af6023646ede0e1f7c1eac75,18665959,2024-01-04 17:40:00,bitcoin,0xe6eff24a51ff842e489234ef8e73ecca,0xe8b235527f47295df46e781301a8b2f1,282.1,14.9581,BTC,transfer,confirmed,2024,1,4
0x39059724f73a9969845dfe4146c5660e,18885669,2024-01-04 18:00:00,polygon,0xec597c2b244b1883b3a45e6946accdf4,0xb0629c40ad796c53f1c914700ba34054,1681.37,3.2289,ETH,transfer,confirmed,2024,1,4
0x7f100b7b36092fb9b06dfb4fac360931,18160402,2024-01-04 18:20:00,solana,0x7395a40c2362452913eaa4229613870f,0x5c38476a6ecc93f8bb68bde4c4b59fc3,45.19,8.7502,BTC,transfer,confirmed,2024,1,4
0x7a614fd06c325499f1680b9896beedeb,18192578,2024-01-04 18:40:00,ethereum,0x4ad46be569763c9f1720414e7814a9ed,0x49e2453a4d7f1a94e6d0edfccb0e2e66,687.13,3.6048,BTC,transfer,confirmed,2024,1,4
0x4734ba6f3de83d861c3176a6273cac6d,18983283,2024-01-04 19:00:00,bitcoin,0xc9395d77dced2d02b85c5f63b54bb9a8,0xef1e9bd607e0693fb4e3850d200a3650,44.42,3.3981,USDT,transfer,confirmed,2024,1,4
0xd947bf06a885db0d477d707121934ff8,18308382,2024-01-04 19:20:00,bitcoin,0x7697b10474c0f8200f63f7a94f443762,0x615d92d57a77bab3a9cc26cd857f163c,656.02,2.183,BTC,swap,confirmed,2024,1,4
0x63923f49e5241343aa7acb6a06a751e7,18060432,2024-01-04 19:40:00,ethereum,0x4be93e1593242bd5cd9c92380954055e,0xa9d7d171e2c8c1fcec1b0e339537f788,39.44,3.0167,BTC,transfer,confirmed,2024,1,4
0xdb8e1af0cb3aca1ae2d0018624204529,18902966,2024-01-04 20:00:00,bitcoin,0x6e56af5e2c22a47bde0910fcb1fc3894,0x4a6b5b9f87ca60bb152ac1f3580ac5d0,89.41,1.4538,BTC,stake,confirmed,2024,1,4
0x20f07591c6fcb220ffe637cda29bb3f6,18424925,2024-01-04 20:20:00,ethereum,0x45328bd57a567b16f587825936e9a66b,0x1adf154e3b52f29f974e32d78809ced3,21.98,9.5542,USDC,burn,confirmed,2024,1,4
0x07cdfd23373b17c6b337251c22b7ea57,18648482,2024-01-04 20:40:00,solana,0xb95d9f00a15a80ffdf404b709b560817,0x5cc2e6e2c15584aaa276c7d3f914781b,347.96,4.6949,USDT,swap,confirmed,2024,1,4
0xd395771085aab05244a4fb8fd91bf4ee,18684690,2024-01-04 21:00:00,polygon,0x6946d3c06352c1ee3834c08de0828db9,0x338029789feb38559574d53e2ebf0677,99.98,1.4182,BTC,swap,confirmed,2024,1,4
0x92c8c96e4c37100777c7190b76d28233,18826501,2024-01-04 21:20:00,bitcoin,0xf8966bcb690245f77d4099b149039143,0x508bda5f113244a58f1ce4ebce927e2d,123.15,2.6632,ETH,transfer,confirmed,2024,1,4
0xe3796ae838835da0b6f6ea37bcf8bcb7,18023425,2024-01-04 21:40:00,bitcoin,0xabf4b21b695d1c74010795a60827c9f9,0x9127b9b843f0223c61cc2a0b3cc89c06,388.7,17.0068,USDC,swap,confirmed,2024,1,4
0x6a9aeddfc689c1d0e3b9ccc3ab651bc5,18994734,2024-01-04 22:00:00,bitcoin,0x7693a918d5cf7e46e3a875b20763ee06,0x0b3ef3e853df2b5f4e91a665dec3aa93,426.47,5.7962,ETH,transfer,confirmed,2024,1,4
0x0f49c89d1e7298bb9930789c8ed59d48,18013797,2024-01-04 22:20:00,polygon,0xf322bd55c44f8ff7937b6dfe28791605,0x7c00a63dbf451c5661398ed094468e36,4.98,2.244,MATIC,transfer,confirmed,2024,1,4
0x46ba9f2a6976570b0353203ec4474217,18970140,2024-01-04 22:40:00,solana,0x7d81ee826eee4b11e0c782db8fa0b985,0xf1b418fc1c580fa5fd44bb11a4ed29a5,78.62,4.6598,MATIC,swap,failed,2024,1,4
0x0e01938fc48a2cfb5f2217fbfb00722d,18948422,2024-01-04 23:00:00,ethereum,0x60fd74be9f25ce3f63f5d1e395e2c38a,0x1d8018149a9e603dc9784462d87a3973,113.28,2.3272,BTC,burn,confirmed,2024,1,4
0x16a5cdae362b8d27a1d8f8c7b78b4330,18280197,2024-01-04 23:20:00,solana,0x2fac021875daa4229d6e32e9a76f6cf0,0xdb7ef65d172eab9ea7f610b15e043e0e,435.92,5.1124,ETH,transfer,confirmed,2024,1,4
0x918317b57931b6b7a7d29490fe5ec9f9,18578500,2024-01-04 23:40:00,ethereum,0xab14ff0147e07c255f77f30a14fa4ffe,0x811243af76a9cf5b3aeb4eec87e20492,3.64,2.966,ETH,burn,confirmed,2024,1,4
0x48aedb8880cab8c45637abc7493ecddd,18561891,2024-01-05 00:00:00,solana,0xa37b224953ee13a9e7f1c428577dbb5a,0xfb1eb265582bb9130fc0a57327f1d6ad,136.39,14.2545,USDT,transfer,confirmed,2024,1,5
0x839ab46820b524afda05122893c2fe8e,18651514,2024-01-05 00:20:00,ethereum,0xceba70a099317d3a7a53943e5a1ee14b,0xc7810b357384cf5c34037e22f4811b7c,1174.88,6.2207,USDT,transfer,confirmed,2024,1,5
0xf90f2aca5c640289d0a29417bcb63a37,18580129,2024-01-05 00:40:00,bitcoin,0xed70740c50b1d5930cabb34ee105ce89,0x8f6c8d2a69efc09c8a3acbde70efdbbf,445.13,31.6926,USDT,swap,confirmed,2024,1,5
0x9c838d2e45b2ad1094d42f4ef36764f6,18101721,2024-01-05 01:00:00,polygon,0x407cdff8a8abc093b64398c8db47ed58,0xa0f2134c15080c2356b0c4d2b4802328,148.12,9.0377,BTC,swap,confirmed,2024,1,5
0x1700002963a49da13542e0726b7bb758,18144580,2024-01-05 01:20:00,polygon,0x974d78e98b9a3e694af8501a480e308a,0xcaa1757474d117251888f47066dc3d28,1780.24,11.1442,ETH,transfer,confirmed,2024,1,5
0x53c3bce66e43be4f209556518c2fcb54,18043562,2024-01-05 01:40:00,bitcoin,0x0d78b4e3d94bcb4c9237b747d990bb8b,0x031649b8c084b1dbb37cb2c30fe30553,10.57,2.6707,USDT,swap,confirmed,2024,1,5
0x6883966fd8f918a4aa29be29d2c386fb,18518989,2024-01-05 02:00:00,solana,0x63a574030818f05d6b619ef253547580,0x52b39c3ad6cfb4dc378e308a77721f85,14.42,2.8244,BTC,transfer,confirmed,2024,1,5
0x49182f81e6a13cf5eaa496d51fea6406,18552221,2024-01-05 02:20:00,polygon,0x0a553fe70d8c9045ea2116fea7c9ae30,0xf28d8674c8aa8e1ed33b353881daa283,28.11,2.4422,BTC,swap,confirmed,2024,1,5
0xd296c101daa88a51f6ca8cfc1ac79b50,18508748,2024-01-05 02:40:00,polygon,0xa785f8fb510fa8935cb925c11519b338,0xa0afd6926c1ff68e9938514a3e2b177b,13.43,2.9217,USDC,swap,confirmed,2024,1,5
0x9fd81843ad7f202f26c1a174c7357585,18930936,2024-01-05 03:00:00,ethereum,0x7ab26df3e44573b38bb0adc3ecdef4b3,0x4fd74d73a5de3c3f1fa1a86330ccbc25,19.55,14.2817,ETH,stake,confirmed,2024,1,5
0x26e359e83860db1d11b6acca57d8ea88,18096072,2024-01-05 03:20:00,ethereum,0x6a4f60ff5de9fb82d5a18db9e49eab39,0xbcc5ead125e2a4354b73a8f2836984c8,85.54,4.2608,USDT,transfer,confirmed,2024,1,5
0xef0d3930a7b6c95bd2b32ed45989c61f,18841966,2024-01-05 03:40:00,polygon,0x2623a6c971bdf2b1e798b0aad971ed76,0x865844649c1b8699bedbdb5e537bec98,106.18,7.5701,USDC,transfer,pending,2024,1,5
0x94f6d7e04a4d452035300f18b984988c,18215292,2024-01-05 04:00:00,bitcoin,0x82a0c64062411b4c029563f9f49bbf20,0x9db66c78dd0a5abeb04990b88af60b31,107.49,1.7924,BTC,swap,confirmed,2024,1,5
0x34ed066df378efacc9b924ec161e7639,18140302,2024-01-05 04:20:00,ethereum,0x8e796056366d0970b6672a47482948b3,0xd4cd917fce40b8735872d7ead611e67e,127.63,1.7851,BTC,mint,confirmed,2024,1,5
0x577bcc914f9e55d5e4e4f82f9f00e7d4,18032275,2024-01-05 04:40:00,ethereum,0x198e0fd8f9f926dbf9b839f60e760174,0x429fed7d5d3c50c3023c9b348bff1031,9.56,1.5452,USDT,swap,confirmed,2024,1,5
0x11b9842e0a271ff252c1903e7132cd68,18032269,2024-01-05 05:00:00,solana,0xe78fbb03009e14d7f727f639b8359c3c,0x9c70210746f47e02c79b9975d452bc59,8.06,3.3906,ETH,transfer,confirmed,2024,1,5
0x37bc2f75bf1bcfe8450a1a41c200364c,18751151,2024-01-05 05:20:00,ethereum,0xa3f7c07b9c61617d70d7dd2b8d9959fc,0x88f350a60198bddc45af39f0645d9f21,1352.51,5.3753,USDT,swap,confirmed,2024,1,5
0x496e05e1aea0a9c4655800e8a7b9ea28,18885162,2024-01-05 05:40:00,bitcoin,0x276a5657c61b7fef10a83980497ec692,0xe92d0514fffc914b7f1161250a7f03f8,122.61,3.7326,ETH,transfer,confirmed,2024,1,5
0xb2eb7349035754953b57a32e2841bda5,18049547,2024-01-05 06:00:00,ethereum,0x9bbeb0676910456e7794617b8df31ce7,0x989ba1783be923e7ad9bc90e52ecbbcf,44.51,2.707,USDT,mint,pending,2024,1,5
0x8e98d81f8217304975ccb23337bb5761,18544614,2024-01-05 06:20:00,ethereum,0x3e372031b6c826c7d9c36ab5081d979f,0x676487ba4b7841a2521566cd1b6f5991,1183.38,0.9736,ETH,transfer,confirmed,2024,1,5
0xa8c88a0055f636e4a163a5e3d16adab7,18695271,2024-01-05 06:40:00,polygon,0x82bae3d2e3a49830d7264296bfd301cd,0x672c52737a34664e883db019c514db5a,335.04,6.4217,MATIC,swap,confirmed,2024,1,5
0xeddea82ad2755b24c4e168c5fc2ebd40,18836185,2024-01-05 07:00:00,ethereum,0xbc40b25c4dcfbad21b4852a8e442f47d,0x51e847f84241ace98ffe6b16e83a30ce,5347.55,8.422,USDC,stake,confirmed,2024,1,5
0x06eb61b839a0cefee4967c67ccb099dc,18347014,2024-01-05 07:20:00,ethereum,0x4ec5af103012e9466c389fa9db916c71,0xb5dbedee126b007d4bb858c94afa0b17,252.48,4.5102,BTC,stake,confirmed,2024,1,5
0x9dfcd5e558dfa04aaf37f137a1d9d3e5,18397659,2024-01-05 07:40:00,bitcoin,0x3b62885a8329e926446da5fa0a759599,0x9c3a1ecdeeb008ebd5df9d1d71d27759,619.12,8.5065,USDC,swap,confirmed,2024,1,5
0x950a4152c2b4aa3ad78bdd6b366cc179,18842465,2024-01-05 08:00:00,polygon,0x65c63f647a399ae6bb2bf799b2ecf48b,0x2ab55e984e1b4b7ea4dfe7b598a49e27,309.64,0.8701,ETH,transfer,confirmed,2024,1,5
0x158f3069a435b314a80bdcb024f8e422,18387368,2024-01-05 08:20:00,ethereum,0x7ecec77a23ac7ff2552b2fcf89f3efdc,0x0c852db4fa04af7597657ec5ca11f895,4200.24,4.1696,MATIC,transfer,confirmed,2024,1,5
0x758874998f5bd0c393da094e1967a72b,18670120,2024-01-05 08:40:00,bitcoin,0x12c89376239501fb59282fb5edb68883,0xce4f95bc7ab40a743a38a827a3bd0dbb,60.88,2.0169,ETH,stake,confirmed,2024,1,5
0xad13a2a07ca4b7642959dc0c4c740ab6,18789572,2024-01-05 09:00:00,ethereum,0x3f9c090ed0188686b38dc2f4be0dab64,0x908af81148ca437396707545774ba89c,154.78,7.5053,ETH,transfer,confirmed,2024,1,5
0x3fe94a002317b5f9259f82690aeea4cd,18692322,2024-01-05 09:20:00,bitcoin,0x429b7f96c59e29cb51166715a8ad5f57,0xf0a1f339b8d7c0caaf9f05bcaf445df2,149.29,9.1011,USDT,transfer,confirmed,2024,1,5
0x5b8add2a5d98b1a652ea7fd72d942dac,18960354,2024-01-05 09:40:00,ethereum,0x6911a93dbfb1a647686c2ba2ca2c70e2,0x2c37b31984da25d83509b76b409389ea,48.13,1.2941,USDT,transfer,confirmed,2024,1,5
0x432aca3a1e345e339f35a30c8f65edce,18409126,2024-01-05 10:00:00,ethereum,0x9d5b4c43ed6b1f04f43602ae26def12e,0xa9f2585ee4ad489271ea85b0a5597054,487.66,1.4806,BTC,stake,confirmed,2024,1,5
0x8d3bba7425e7c98c50f52ca1b52d3735,18719873,2024-01-05 10:20:00,ethereum,0xdf90ca6680bc1fee5f597e68e2bdf8f1,0x4bd72fc70683cb5128aca04d75e928fa,734.07,6.0159,BTC,transfer,confirmed,2024,1,5
0x320722549d1751cf3f247855f937b982,18720400,2024-01-05 10:40:00,solana,0x7abc639eac9341d874a38cfaa31fdd5d,0xcd5552335c77b6a98dfa02bd48aef65e,20.8,7.9031,MATIC,swap,confirmed,2024,1,5
0xcaf1a3dfb505ffed0d024130f58c5cfa,18738758,2024-01-05 11:00:00,ethereum,0x9655f83cc2e491a9ec86408f0b29707f,0x89c3d182334cf50f22c815254b365715,252.66,1.4088,ETH,transfer,failed,2024,1,5
0x5737c6ec2e0716f3d8a7a5c4e0de0d9a,18431744,2024-01-05 11:20:00,polygon,0x3d2bdd7127d5b13d05db0eb63c54153c,0xe0a30de2e991c0b061960bd8107238d4,108.92,14.1822,USDT,transfer,pending,2024,1,5
0xbc6dc48b743dc5d013b1abaebd2faed2,18722645,2024-01-05 11:40:00,ethereum,0x66a7b361e0dfccab8c8146a49781a7a1,0xaecd461a32696ac5e707e09db6f36ee7,58.19,2.5776,ETH,transfer,confirmed,2024,1,5
0xf2fc990265c712c49d51a18a32b39f0c,18222651,2024-01-05 12:00:00,bitcoin,0x6e534aee15dd957db5509154f74fbb62,0xb726f03f821d95776c7d20a4bced0d8f,203.87,8.4598,USDT,transfer,confirmed,2024,1,5
0x89f0fd5c927d466d6ec9a21b9ac34ffa,18943852,2024-01-05 12:20:00,polygon,0x7afaca50ca74f431d757c79b90873448,0xecf88bbf1c07c4603f5a1cbd30bd7362,108.48,1.657,USDC,swap,confirmed,2024,1,5
0xa666587afda6e89aec274a3657558a27,18160961,2024-01-05 12:40:00,ethereum,0x5a44fe3651bec157f3cf646e9a71b78f,0x51b063be7fd0380bb41c2c66f1ec5e77,47.2,12.3338,USDT,mint,confirmed,2024,1,5
0xb83aac23b9528732c23cc7352950e880,18850243,2024-01-05 13:00:00,polygon,0xb1826747cd38457c483eaa7f144e766e,0xe8a60d1ba8a8e045bc834248f64c319d,53.75,1.707,ETH,burn,confirmed,2024,1,5
0xcd00692c3bfe59267d5ecfac5310286c,18207327,2024-01-05 13:20:00,bitcoin,0x468df68dcecda0299e6da726968a3dba,0xc08840ab5a93287611b116e9271bd4c5,23.84,5.2919,BTC,transfer,confirmed,2024,1,5
0x6faa8040da20ef399b63a72d0e4ab575,18904517,2024-01-05 13:40:00,ethereum,0x7a9e23e20d7b107df43362f5fdad6574,0x8943bfce139854c7d9819d9c112d4d67,1244.24,7.5581,ETH,transfer,confirmed,2024,1,5
0xfe73f687e5bc5280214e0486b273a5f9,18683209,2024-01-05 14:00:00,ethereum,0x3c34433f7618b5e90d81919c96c03cff,0xb59ea3944c72fde0519d6a943b3d720f,516.04,5.5387,ETH,transfer,confirmed,2024,1,5
0x6da37dd3139aa4d9aa55b8d237ec5d4a,18539764,2024-01-05 14:20:00,bitcoin,0xd2c3d7d9cf93bc76809e42c8af6d7a67,0x8a5c3a15843c97fe7bfb6f1b63248b90,2.88,2.2276,ETH,swap,confirmed,2024,1,5
0xc042f4db68f23406c6cecf84a7ebb0fe,18637754,2024-01-05 14:40:00,solana,0xce9c629623d9c2ef3e724b7b656a7a76,0x463f2dd2db72842511fec69128e48489,224.8,2.1985,ETH,transfer,confirmed,2024,1,5
0x310dcbbf4cce62f762a2aaa148d556bd,18573537,2024-01-05 15:00:00,ethereum,0x7e49671bbdf7196c59db8f1b8c973e4b,0x65eb4e91005f624dc72df7f5e210ea44,28.84,3.3615,ETH,mint,confirmed,2024,1,5
0x2f2b265625d76a6704b08093c652fd79,18249178,2024-01-05 15:20:00,ethereum,0x44e4771dc964fe9cbee316c7a3b2f196,0x14613499cfb1166ebfa34a90c791cc6f,6191.9,5.1855,MATIC,burn,confirmed,2024,1,5
0xf9b902fc3289af4dd08de5d1de54f68f,18406519,2024-01-05 15:40:00,bitcoin,0xdc6dd08dd9a835dab3f17eaa7f413d2e,0x2aa0efb7c0a85ab8b024cd3e89d15a57,1116.5,1.3826,USDT,transfer,confirmed,2024,1,5
0x6855456e2fe46a9d49d3d3af4f57443d,18670295,2024-01-05 16:00:00,polygon,0x45ff989eb2826b41ffe5b67539610d3d,0xb1c9ad10ae33d24178d39a26a9069529,84.13,5.3949,ETH,transfer,confirmed,2024,1,5
0x357a6fdf7642bf815a88822c447d9dc4,18632049,2024-01-05 16:20:00,polygon,0x462448dda93ff83b4c535d312baf33d7,0x7b248239c53a768f0bf0ad594379a146,898.09,0.8525,USDC,swap,confirmed,2024,1,5
0x819f46e52c25763a55cc642422644317,18129428,2024-01-05 16:40:00,polygon,0x121f7c48298a4b87337defef069924d5,0xc743bf528ad147cef758c662683a4196,152.89,3.2059,USDT,transfer,failed,2024,1,5
